TOT_POP,% Asian-alone,GQ_ESTIMATES_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code,0-19 %,20-49 %,50+ %,TOT_POP_log,% Asian-alone_log,GQ_ESTIMATES_2018_log,R_INTERNATIONAL_MIG_2018_log,Civilian_labor_force_2018_log,Employed_2018_log,Total nurse practitioners (2019)_log,Total physician assistants (2019)_log,Total Hospitals (2019)_log,Internal Medicine Primary Care (2019)_log,Family Medicine/General Practice Primary Care (2019)_log,Total Specialist Physicians (2019)_log,Heart disease_prevalence
9708,0.43263288,1645,11.7,-0.6,-0.3,22.8,44.0,10.4,30.0,32.9,31.3,34849,4147,3983,34849,59.4,4.443569665,3.070354367,0.133814663,4.593995803,3.147874585,11.8015304,54.8,38.1,10.8,16.5,4.0,5,20.745776679027607,39.853728883395135,39.40049443757726,9.18122047340233,1.6924238930425832,7.408530566894626,1.547562508716013,8.331345424845724,8.291045131081729,2.2453340511583746,2.0881973929658484,1.6358489818752426,2.2611374656188636,2.0977571061253335,2.8214699774983893,9.6
10138,0.187413691,1661,11.8,-0.5,-0.2,24.8,39.7,13.3,42.5,68.3,66.5,29267,4776,4552,29267,58.7,5.262026351,1.109650807,0.209485479,4.739349709,3.874444313,13.15402882,60.7,45.8,10.9,20.6,4.5,6,22.963109094495955,40.58985993292563,36.44703097257842,9.224539091375995,1.6462352475388875,7.418180822726788,1.5686159179138452,8.472405008626103,8.424419791263883,2.3284503203395124,1.80986962048649,1.6504810944585957,2.2761743504358294,2.1831757207815095,2.8988925096320948,10.0
30757,0.308872777,391,13.2,-2.8,0.2,15.3,38.2,12.1,20.6,32.4,30.4,39394,11843,11122,39394,69.6,13.60014966,11.64012809,0.443081799,22.81563569,18.53251163,62.47145669,54.2,38.8,13.3,14.9,4.1,6,21.712130571902332,31.10836557531619,47.17950385278148,10.334035441011755,1.669379529667764,5.981414211254481,1.6486586255873816,9.379914355947635,9.3171298661577,2.923169626923344,2.8118171330797814,1.6943454076323599,3.3255982974814544,3.158382938649251,4.2117046445945014,11.7
7336,0.531624864,79,5.1,10.0,-0.7,26.5,27.9,15.4,10.9,17.0,16.0,61614,3340,3245,61614,106.0,4.137280204,2.096356352,0.350232612,3.036189187,4.507670088,9.607460059,48.4,40.3,7.3,12.9,3.1,6,33.79225736095965,35.08724100327154,31.12050163576881,8.901230352110781,1.7104815995002818,4.430816798843313,1.4586150226995167,8.11522197256233,8.086410275323782,2.2123627705047824,1.9595814624611299,1.6771400388412407,2.083954989109616,2.2520988505366693,2.6815323611623816,7.0
180040,3.07987114,2834,11.9,-0.8,1.0,9.2,24.8,22.2,15.2,18.2,16.6,53908,74215,70546,53908,71.6,70.15530508,36.03344689,1.633953193,101.7829952,69.17220232,267.4904265,36.8,26.6,8.1,11.2,3.4,4,23.53921350810931,34.964452343923575,41.49633414796712,12.100962098627555,2.089375924386031,7.951207156472972,1.791759469228055,11.214788934614589,11.164091131524941,4.319556706920973,3.7143875119433267,1.8922008848774192,4.670798692875307,4.306389448175379,5.60760348137606,7.7
65346,0.999296055,1190,12.9,-0.7,0.2,10.2,30.1,24.6,14.7,21.7,20.3,48950,29386,27744,48950,97.5,42.90687454,14.41928367,1.535522095,28.8824394,27.78563791,94.41267281,51.6,37.5,11.0,15.3,3.5,5,24.319774737550883,35.59207908670768,40.088146175741436,11.087528021154112,1.79164213817837,7.085901464365611,1.6486586255873816,10.288443784012753,10.230955082489231,3.8692590126994393,2.966266575983072,1.877252236004337,3.5228968683725306,3.4899905509000893,4.599279598594329,9.7
511868,4.37065806,4461,6.0,7.5,1.8,17.0,28.4,23.6,9.2,12.6,12.1,70199,269911,260542,70199,97.6,260.1775452,201.9409133,7.998549749,224.9479778,244.7196738,655.0722373,36.9,30.4,5.3,8.2,2.6,2,28.964694022677723,43.856619284659324,27.178686692662954,13.14583182637793,2.2375833243072285,8.404248432400102,1.916922612182061,12.5058660784643,12.470538546166294,5.580399583535346,5.332433309523594,2.5648377934692754,5.437853099861594,5.520338983929675,6.492349279485753,5.0
3307,0.151194436,42,10.3,13.3,2.7,17.3,33.3,20.5,32.7,41.6,38.1,34122,1278,1215,34122,59.8,1.773009459,1.514367487,0.213660759,1.270719253,2.027902996,3.59100013,50.3,39.5,10.7,16.9,4.8,6,36.95192016933777,32.23465376474146,30.813426065920773,8.10530751550515,1.6392286171045862,3.8501476017100584,2.0412203288596382,7.1569563646156364,7.106606137727303,1.912945516806426,1.8740101202151882,1.651282249911659,1.8358910614628798,1.9498883677253267,2.150715158788034,11.6
53621,0.939930251,701,9.8,3.2,0.5,19.1,42.0,14.4,19.3,27.5,26.6,46229,22399,21226,46229,96.3,27.2018546,8.825644027,1.818059656,28.84731366,20.62001838,86.21975318,52.6,38.6,10.2,13.9,3.5,3,26.379590085973778,37.925439659834765,35.69497025419145,10.889789304075094,1.7816973910497205,6.559615237493242,1.7047480922384253,10.016994793329722,9.963217656743895,3.472024047165053,2.6265251305548514,1.9195749234574264,3.5218596360909347,3.243374013876606,4.513271465513615,8.6
96493,1.671623848,2521,10.4,2.2,1.1,15.0,34.9,19.3,13.6,20.1,20.0,53360,42373,40768,53360,88.0,33.2829022,19.64363611,1.758278571,36.51033514,32.31467231,113.9620019,50.1,37.0,8.6,12.9,3.3,2,27.04341247551636,37.294933311224646,35.66165421325899,11.477277561723703,1.8978632857693218,7.8343923029104365,1.8082887711792655,10.654384638636976,10.615775376623457,3.64500337875796,3.204518697177377,1.9107682083658895,3.725942435749532,3.6193866088216233,4.778804130355967,8.3
40076,0.758558738,608,12.6,-1.1,0.4,12.7,39.6,16.5,21.3,30.6,28.6,36762,16233,15653,36762,67.6,22.35220189,4.350077337,0.798059301,24.92954095,17.89746104,71.07306807,49.7,35.7,11.8,14.0,3.7,5,26.048008783311708,34.80886315999601,39.143128056692284,10.598657685547298,1.7506872243005562,6.418364935936212,1.6863989535702288,9.695109453422392,9.65873724746786,3.3087970334884664,2.2353846146032867,1.757523258284345,3.398845984292928,3.1310260327977617,4.331694300389921,9.8
1747,0.286204923,41,9.2,-0.6,2.9,4.7,38.2,21.9,10.1,10.1,9.0,44659,881,862,44659,80.8,0.828846706,0.643014012,0.092094078,0.565720768,0.965343287,1.894506757,39.0,29.4,7.4,11.3,3.5,6,22.724670864338865,29.19290211791643,48.082427017744706,7.468513271496337,1.6651005825513683,3.828641396489095,2.066862759472976,6.786716950605081,6.7650389767805414,1.7628191602101382,1.730418322060298,1.6276891561725628,1.7166264944000678,1.7859666041034854,1.9307249723557454,8.8
242634,3.527947443,4307,7.9,3.9,1.4,7.8,25.0,32.5,8.5,11.9,10.7,78846,121125,117440,78846,108.6,127.5599006,59.87738077,2.734647266,121.0081415,106.2239547,334.7664028,42.9,33.1,6.3,10.5,2.8,2,26.434877222483248,40.584584188530876,32.98053858898588,12.399330021021955,2.143348704529264,8.369157112588834,1.8562979903656263,11.704619628010848,11.673725417873936,4.887034623268901,4.172499038616173,2.045709880658127,4.836346519943379,4.711545778580962,5.828258330894556,5.9
14328,0.348967058,194,13.4,-3.1,1.3,18.9,41.9,13.0,19.4,25.4,23.5,44431,7019,6748,44431,84.8,12.16502546,2.522740144,0.243385165,7.591500751,5.261352347,21.38191583,56.7,41.6,12.2,16.1,3.9,4,25.71887213847013,35.140982691233944,39.14014517029592,9.570319849923216,1.6769034689958437,5.293304824724492,1.840549633397487,8.857088135314953,8.817742129574842,2.8428739101593568,2.0179304524422323,1.6569673136043306,2.5330220427791295,2.3283846387565568,3.2726787689887678,10.1
3355,0.774962742,39,8.9,3.0,2.7,17.8,33.3,19.5,12.0,17.5,16.4,57332,1657,1612,57332,94.6,1.157225259,0.682996685,0.061134223,1.269441041,1.123560524,3.962386042,48.3,36.4,8.5,13.3,3.4,6,28.04769001490313,34.3070044709389,37.645305514157975,8.11969625295725,1.753531804785314,3.784189633918261,2.0412203288596382,7.415776975415394,7.388327859577107,1.817626231097086,1.7374786789961445,1.6215906129235362,1.8356872025050261,1.812143712320292,2.1930364908658233,8.8
10542,0.920129008,534,11.4,-2.2,-0.4,8.6,28.2,27.2,12.3,12.7,10.7,54984,5279,5137,54984,84.3,6.33842887,3.148409964,0.540916249,4.868246243,8.141483034,12.52429162,43.7,32.6,7.0,11.1,3.2,6,23.18345664959211,33.07721494972491,43.739328400682986,9.263596738276615,1.7783582405503664,6.289715570908998,1.5260563034950492,8.572438665642215,8.545197387825835,2.4281977410819504,2.097822811777267,1.7121598749902578,2.2893221520444627,2.575773870766941,2.8635880109910024,8.1
8263,0.508289967,177,11.4,-1.2,0.0,23.2,46.1,10.6,16.7,25.2,23.1,44688,3222,3044,44688,85.3,7.015606181,1.454871706,0.140360945,4.378040948,3.034237468,12.33101413,49.1,34.9,12.8,14.9,3.7,6,23.853322038000726,34.86627133002541,41.28040663197386,9.020147920801659,1.706254224179345,5.204006687076795,1.6094379124341003,8.079308192051961,8.022568946988255,2.4862063199340825,1.864835148965539,1.6371232997642169,2.238370887047284,2.083712093379279,2.8524976207689656,10.4
34215,0.675142481,1044,11.5,-4.0,0.2,11.4,27.0,31.5,12.8,22.6,21.3,51398,14275,13737,51398,95.3,15.5429566,13.97778713,0.369050485,16.65669824,13.25945672,49.35720731,48.0,29.3,10.2,13.9,3.9,5,17.919041356130354,29.943007452871548,52.1379511909981,10.440565547446184,1.7360956698364374,6.955592608396297,1.6486586255873816,9.566615235893575,9.528212115591021,3.0225181376663666,2.9432691968167233,1.6806510744507965,3.075314794126915,2.9046831222598057,3.995577213975028,10.6
55414,2.544483344,2828,11.5,0.2,0.0,12.7,27.5,22.3,11.3,16.9,15.3,56382,25718,24502,56382,96.0,15.35832351,9.660586371,0.803527033,25.76765098,16.45404219,56.35646416,48.9,35.9,9.1,12.5,3.5,4,22.40589020825062,36.14790486158732,41.446204930162054,10.922677774226747,2.020816613268158,7.949091499830517,1.6094379124341003,10.155140812296054,10.106714070009978,3.013489845954088,2.685162693680434,1.7584658418668677,3.4264638451783407,3.0659130747063514,4.116700530887563,8.6
8068,0.24789291,140,13.4,-5.1,0.0,9.9,44.3,15.8,13.2,22.0,19.9,44887,3387,3145,44887,79.2,3.567513329,3.053371702,0.116226679,5.984866818,4.861342258,16.38715455,52.9,36.2,12.9,15.2,4.2,6,18.80267724343084,28.12345066931086,53.0738720872583,8.996280439395015,1.6578266455646828,4.976733742420574,1.6094379124341003,8.129174996911793,8.055157731819678,2.147977530528475,2.086090848708347,1.6324171905927336,2.396518581775822,2.2886222909924747,3.0627904871299485,11.7
15153,0.455355375,286,11.0,-0.7,0.1,12.4,44.4,15.7,13.9,21.8,20.0,45440,7661,7436,45440,83.5,8.451515004,1.644792941,0.301751487,9.426023904,6.767148098,26.87319594,51.4,36.4,11.0,13.6,3.6,6,24.89935986273345,32.1454497459249,42.955190391341645,9.626283724371975,1.6965977638175285,5.673323267171493,1.62924053973028,8.9445502459405,8.914760527397261,2.5990917394070756,1.8938335315593309,1.6680372352104254,2.6690337910882875,2.4653115892783446,3.461765403916081,9.8
5058,0.237247924,25,15.2,-6.3,0.0,12.0,40.7,9.9,20.5,31.9,26.7,43330,2434,2294,43330,66.6,1.970229682,0.989283169,0.074235936,3.83128887,2.403338806,8.489097628,51.7,37.5,11.6,13.7,3.9,6,22.65717674970344,33.610122578094106,43.732700672202455,8.529714471969909,1.655796155020803,3.4011973816621555,1.6094379124341003,7.79934339821592,7.740229524763182,1.9416481771706728,1.7899717336807026,1.6241759591106286,2.1783009688564423,2.0019310884545223,2.6018817760623594,10.1
16184,0.580820564,162,16.2,-7.0,0.0,19.1,46.5,12.6,19.2,30.0,28.4,38940,6848,6512,38940,74.4,13.74084115,2.849527253,0.274912445,8.574877733,5.942889892,24.15165591,55.2,37.1,14.5,17.0,4.3,6,21.966139396935244,32.11814137419674,45.91571922886802,9.692087278241505,1.719335820062056,5.117993812416755,1.6094379124341003,8.832441791585824,8.78216942633238,2.9307051610751076,2.0604533074330957,1.6629620811201147,2.608220859002274,2.3926899204282686,3.3725117177010824,12.1
9108,0.318401405,214,9.8,0.9,0.2,9.8,43.2,18.3,14.4,19.6,17.7,47591,4404,4266,47591,87.5,5.079944477,0.988634205,0.181373493,5.66569166,4.067523585,16.15264757,49.4,35.5,10.9,13.1,3.5,2,26.16381203337725,33.11374615722442,40.72244180939833,9.117457244496126,1.6711727704160986,5.389071729816501,1.6486586255873816,8.391403185357937,8.359603270841466,2.3105477543939252,1.789863373607683,1.6450701742133271,2.367032203078754,2.2046991932192355,3.051765078272505,9.4
20046,0.254414846,191,12.7,-0.8,-0.2,17.7,39.9,13.2,19.6,28.8,28.7,41127,7683,7263,41127,87.3,8.680009622,1.390131809,0.585318657,5.979562184,11.207522,24.19095402,54.9,37.9,11.4,16.4,4.1,6,25.01247131597326,34.346004190362166,40.64152449366457,9.906034306802704,1.6590686462734605,5.278114659230517,1.5686159179138452,8.947415950650129,8.891236429516061,2.61593561555673,1.8547548955632431,1.7201414867574614,2.3960355613337563,2.7854754554623598,3.3738588674425967,10.8
24704,0.570757772,292,10.0,1.1,2.1,17.0,49.5,14.2,9.4,14.5,13.2,54342,12459,11960,54342,89.2,13.50833931,10.93513859,0.383858278,20.01464067,13.89605546,51.63183182,46.5,33.5,9.9,12.8,3.4,6,24.550680051813472,33.98235103626943,41.4669689119171,10.114922828718177,1.7175310899282479,5.6937321388027,1.9600947840472698,9.430599768110529,9.389741000342473,2.918221404029934,2.768526645038884,1.6834052691876544,3.2194612802557456,2.9389531944634006,4.036571226768369,8.9
5904,0.203252033,19,13.8,12.8,0.2,14.4,35.6,16.0,25.8,30.9,31.7,41942,2213,2018,41942,73.5,3.165360703,2.703606182,0.381449387,2.268620039,3.62042313,6.411026541,54.2,44.2,9.3,16.2,4.2,6,40.68428184281843,33.6890243902439,25.62669376693767,8.684231891345675,1.6492838210734875,3.1780538303479458,1.6486586255873816,7.704361167910313,7.612336837167746,2.0999009021766106,2.0416885545495544,1.6829577406793823,1.9835664577096936,2.1541341704778345,2.4345801283634296,9.9
46582,0.283371259,1581,13.5,-0.3,-0.2,22.7,42.8,11.7,24.6,36.7,38.0,36850,16835,15867,36850,76.7,23.63098023,7.667073536,1.579397156,25.06043462,17.91316268,74.90141069,58.6,41.7,12.4,17.4,4.2,5,26.402902408655702,35.87651882701473,37.72057876432957,10.749076811237298,1.664564389989037,7.368970402194793,1.5686159179138452,9.731512287796317,9.672311829524654,3.3544893563863036,2.539005991805557,1.8839431235108952,3.403209842636807,3.131711534951622,4.380793508310988,10.5
5349,0.654327912,53,10.5,2.1,0.0,14.4,33.9,21.3,17.2,26.0,25.8,44410,2460,2376,44410,73.2,1.845006828,1.088926757,0.097468543,2.023916581,1.791333902,6.317377925,50.9,37.1,10.1,14.8,3.8,6,25.574873808188446,32.828566087119086,41.596560104692465,8.585599224080298,1.73242125405235,4.060443010546419,1.6094379124341003,7.80994708647679,7.7752758464868625,1.92351945625635,1.8064718358137397,1.6287440523831849,1.9493209799809708,1.9156473732339323,2.426339413877048,10.1
499942,4.559328882,10921,8.8,0.8,1.0,12.0,18.8,34.9,9.9,11.7,10.5,81002,262348,255161,81002,107.6,194.8099507,100.0590619,4.537224103,282.6349376,192.0800332,742.7777096,34.4,25.3,6.3,10.1,3.0,3,22.076360857859513,37.228718531349635,40.69492061079085,13.122257371785931,2.2575175239715155,9.298900548955663,1.791759469228055,12.477446204155251,12.449669592736896,5.297366668277613,4.654522686302626,2.2552024685905914,5.661692098301915,5.283609906135257,6.617105754128701,6.2
23660,0.367709214,301,14.3,-4.1,0.1,21.9,37.4,13.5,18.6,27.6,26.2,41156,9781,9371,41156,82.5,12.28048367,2.589696005,0.488895881,11.06066424,9.042153527,30.6987889,52.3,36.1,12.4,15.7,3.9,6,22.50633981403212,33.77430262045647,43.71935756551141,10.071752442340347,1.6804012279338623,5.723585101952381,1.62924053973028,9.188708071849069,9.145908511816794,2.8495777531462294,2.0267915385632733,1.7027271207232428,2.7763730675636924,2.6420637719493314,3.575116763840401,11.0
348556,3.717623567,4559,7.1,4.0,1.7,7.9,23.4,39.9,7.6,9.9,8.7,80734,184434,179055,80734,111.2,183.2462421,86.01688276,3.928458965,173.8343092,152.5960779,480.9088516,42.9,33.8,6.2,11.2,2.7,2,26.513673556042644,38.46239915537245,35.02392728858491,12.761568529733731,2.16534667405855,8.425954710981966,1.9021075263969205,12.125074064488551,12.095476224188147,5.237750904196557,4.511045014144411,2.1892438116877133,5.186459730237709,5.060035290692787,6.186021058162992,6.0
75930,1.964967733,1521,9.5,2.3,1.7,7.7,36.2,26.7,9.9,13.3,12.0,61579,41318,39908,61579,109.7,39.22695968,14.52417318,1.260147405,51.35425455,35.1152416,147.9828772,46.5,38.2,8.5,11.3,2.9,5,24.9861714737258,37.65046753588832,37.36336099038588,11.23763299016437,1.9408929744859338,7.330405211844402,1.9021075263969205,10.629174524663854,10.594457364348266,3.7893345506525877,2.9716533480941463,1.8342037319593785,4.031657739853915,3.691756351872264,5.030326001404137,7.5
11179,0.313087038,110,13.8,-3.2,0.7,16.5,41.1,15.0,19.7,30.0,29.1,37026,4517,4284,37026,71.3,3.206491425,3.651601198,0.354386762,3.739489115,6.407312661,13.21720868,52.1,37.5,12.2,16.0,4.2,6,24.286608820109134,32.24796493425172,43.465426245639144,9.322239464473592,1.6701730294163077,4.74493212836325,1.7404661748405046,8.416709652837914,8.36380888451688,2.104925478285877,2.1577444134084964,1.677916180442058,2.167851734297635,2.4342546112431944,2.902366679217203,11.7
2611,0.459594025,0,5.8,2.3,0.0,22.5,44.8,11.7,22.7,34.4,33.9,38187,1001,938,38187,65.1,1.195113349,0.82578237,0.035989914,1.235570977,0.8466317,3.174062204,54.8,37.8,12.0,19.9,4.8,6,21.715817694369974,31.367292225201073,46.916890080428956,7.86940171257709,1.6973744325967843,1.6094379124341003,1.6094379124341003,6.913737350659685,6.849066282633458,1.8237608117660207,1.762293302879007,1.616610113400111,1.830270151041811,1.7658657176423078,2.1009659950960025,11.3
63406,1.654417563,540,10.3,0.8,1.2,14.8,37.4,15.3,16.0,22.8,19.9,47363,26861,25899,47363,100.6,27.4550878,4.397021725,1.851377568,18.91350493,35.44967276,76.51659337,52.1,38.8,9.8,12.7,3.3,3,26.745102987099013,36.84667066208245,36.40822635081854,11.057392626952947,1.8952809293093509,6.300785794663244,1.824549292051046,10.198616825622958,10.162152675917417,3.4798572197660125,2.2403928013063115,1.924449736872789,3.174443359183908,3.7000585534841375,4.400806599155127,9.2
21709,1.082500345,1925,11.5,1.6,0.2,13.0,38.4,17.3,16.3,21.3,18.9,47825,11352,11056,47825,92.1,6.226829085,7.091207658,0.688199501,7.261881134,12.44264698,25.66708859,48.4,37.7,8.5,11.9,3.0,5,26.638721267677,41.084342899258374,32.27693583306463,9.985712492791798,1.8054158523956376,7.5652752818989315,1.6486586255873816,9.337589572891646,9.311180686902254,2.418306367792579,2.4924785486373002,1.738393765901332,2.506495355442589,2.8589181833401116,3.4231900466558502,8.0
25337,0.430200892,289,15.0,-4.5,0.1,13.3,39.6,13.8,15.6,26.8,25.8,44635,9952,9392,44635,78.8,11.20353064,9.588904167,0.365001903,18.79506328,15.26671155,51.46273363,49.8,37.0,12.8,14.7,4.1,6,20.700951178118956,28.83530015392509,50.463748667955954,10.140218377358854,1.6919761299465665,5.683579767338681,1.62924053973028,9.206031100388085,9.148145768383065,2.785229159233446,2.680261251214938,1.6798967307890293,3.169478133951761,3.0089797149397173,4.033580838762731,11.6
6578,0.562480997,2129,6.1,2.9,7.2,38.6,27.9,13.9,24.6,26.4,25.5,46490,2133,2070,46490,76.7,2.268920343,1.33912137,0.119863166,2.488936861,2.202915387,7.768874928,47.7,37.3,7.2,12.5,3.0,6,20.477348738218303,51.93067801763454,27.59197324414716,8.792245847467877,1.7160442312168602,7.665753431861699,2.501435951739211,7.6676260915849905,7.637716432664798,1.9836077719887466,1.8467401736718205,1.633127713303662,2.0134268463330383,1.974485858927221,2.5470105634223748,7.2
4131,2.178649237,628,12.7,-2.2,0.5,24.5,39.3,9.7,25.2,35.1,36.6,36765,1457,1365,36765,68.2,1.876602476,1.687629362,0.044557871,2.011071765,1.600900649,5.959217402,53.8,38.0,10.9,17.2,4.3,5,20.600338900992497,39.62720890825466,39.772452190752844,8.327484416188264,1.971111236810205,6.450470422144176,1.7047480922384253,7.2875606403097235,7.222566018822171,1.928124703810165,1.9002594558855024,1.618310012898818,1.9474905802300664,1.8872061016919892,2.394180874043409,10.3
859064,9.500223499,11477,4.8,7.2,2.9,7.5,18.1,44.5,7.3,8.1,7.2,88384,482610,467289,88384,145.8,296.3131325,174.8846094,15.65371397,325.0465271,287.6931141,1014.588138,42.7,34.7,5.1,9.0,2.3,2,27.420075803432574,44.47875827644972,28.101165920117708,13.663604523700855,2.6741640630318764,9.348535870727583,2.066862759472976,13.086974513331155,13.054713888888562,5.708150031313192,5.192315586435214,3.0278951565041465,5.79923363573432,5.679124667968431,6.927154038460178,5.1
55700,1.055655296,557,12.1,-0.2,-0.4,13.7,38.7,19.6,15.9,25.1,23.8,49494,25484,24612,49494,94.5,47.29145156,9.807134701,0.94615813,29.51190619,20.45347053,83.12204856,48.7,34.3,10.7,13.3,3.3,5,26.186714542190305,36.44524236983842,37.36804308797127,10.927825188493417,1.8009925950964178,6.331501849893691,1.5260563034950492,10.146002265529594,10.111192540161147,3.956832907615852,2.695109139001432,1.7827453185714248,3.541304371458127,3.2368521003006308,4.4787227690538485,8.9
27086,0.527948017,346,9.1,1.6,-0.1,6.9,43.2,18.0,10.8,17.4,15.7,57705,13272,12617,57705,102.8,13.99317042,5.181110955,0.449523938,18.31925904,12.52642479,52.78893997,44.9,34.7,9.1,12.1,3.0,6,25.42272760835856,34.92209997784833,39.6551724137931,10.206956848388238,1.7098166828393893,5.860786223465865,1.589235205116581,9.493788493895902,9.443196602144186,2.944079462969289,2.3205341363074963,1.6955282540341592,3.149279587392595,2.8637097300439134,4.056797407368585,8.2
