TOT_POP,% Asian-alone,GQ_ESTIMATES_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code,0-19 %,20-49 %,50+ %,TOT_POP_log,% Asian-alone_log,GQ_ESTIMATES_2018_log,R_INTERNATIONAL_MIG_2018_log,Civilian_labor_force_2018_log,Employed_2018_log,Total nurse practitioners (2019)_log,Total physician assistants (2019)_log,Total Hospitals (2019)_log,Internal Medicine Primary Care (2019)_log,Family Medicine/General Practice Primary Care (2019)_log,Total Specialist Physicians (2019)_log,Heart disease_prevalence
35873,0.783318931,476,9.5,1.7,0.3,7.0,36.4,17.9,7.1,9.1,8.2,61959,19500,18890,61959,88.1,18.41221604,11.58435259,0.811927582,20.55391478,22.41431578,59.98674414,40.7,35.3,6.0,9.9,3.0,5,25.063418169654057,35.698157388565214,39.23842444178073,10.487879573259036,1.7549777274046547,6.175867270105761,1.667706820558076,9.878426121940757,9.84665261578359,3.153257939132854,2.808459635761305,1.7599122855478213,3.2407905252649245,3.3110653506747796,4.174183312790109,7.0
27610,0.503440782,340,12.5,-4.8,0.0,6.0,31.1,32.1,8.4,12.8,11.3,61221,15499,14940,61221,100.7,14.44242331,8.738592204,0.631648241,14.49466489,15.55849351,43.67871331,42.1,32.8,7.2,11.3,3.4,6,17.935530604853312,27.942774357116985,54.1216950380297,10.226114382335288,1.7053734933616407,5.84354441703136,1.6094379124341003,9.648853334130548,9.612132074718039,2.967457447127594,2.6202088218650847,1.7284021596964017,2.9701408327510403,3.023274165042455,3.885241836175922,8.4
79074,2.821407795,998,10.6,-0.8,0.8,8.7,38.5,19.9,10.4,13.0,12.3,56466,41426,40138,56466,92.9,41.36255635,25.02699891,1.809016769,41.51217428,44.55893936,125.0941897,42.0,35.1,7.4,10.4,3.2,5,22.66358094949035,33.228368363811114,44.10805068669853,11.278202631782243,2.0568645632907367,6.910750787961936,1.7578579175523736,10.631784671878874,10.600203357973099,3.836492158236917,3.402096940604328,1.9182477292676605,3.839714090799524,3.9031626554019905,4.868258724259823,7.7
9534,0.9125236,112,8.7,-0.4,2.1,5.1,35.8,25.3,8.1,10.9,9.5,66226,4932,4764,66226,119.9,4.523311102,3.509156033,0.502590122,3.087339323,5.268221462,10.3389968,43.0,32.0,7.0,10.9,3.1,6,23.725613593455,29.903503251520874,46.370883155024124,9.163143937145207,1.7770727453534256,4.762173934797756,1.9600947840472698,8.504513138258863,8.469891918298224,2.253742593165127,2.141142764106743,1.705218912657822,2.0902997923035405,2.329053830949269,2.7303983961473963,7.8
31304,0.335420394,691,14.1,-1.9,1.0,27.7,37.9,13.1,31.9,44.5,41.8,30742,10114,9482,30742,61.3,20.55453739,6.907557556,0.735591829,13.83613202,13.31070929,45.22838903,55.9,40.5,16.2,17.2,4.2,5,26.038205980066444,37.28277536417071,36.67901865576284,10.351660875132662,1.6743676808994532,6.54534966033442,1.791759469228055,9.222170123729759,9.157677719392877,3.2408148895324222,2.4771732872734704,1.7466909412465321,2.935776941275837,2.9074860957842987,3.9165803853782393,12.2
24947,1.086302962,1583,9.0,1.4,1.4,3.8,32.3,30.3,6.6,6.4,6.0,74646,13845,13564,74646,124.3,15.1919934,6.7423363,0.932703029,10.10164805,17.08111224,32.30472269,44.5,36.1,6.0,9.2,2.7,4,26.32781496773159,35.76782779492524,37.90435723734317,10.12470925828764,1.8060408303869553,7.370230641807081,1.8562979903656263,9.536040511615484,9.515543058145953,3.0052861594966256,2.463200798008554,1.7804799319195945,2.714803880249388,3.0947225933286138,3.6191199323078576,6.7
1234,0.162074554,0,13.0,-3.2,0.0,13.8,30.1,16.7,17.8,30.3,29.3,41009,467,450,41009,67.6,0.425638143,0.251212492,0.022485732,0.466912144,0.413255942,1.457402198,51.0,35.0,10.2,15.7,4.2,6,22.20421393841167,28.687196110210696,49.10858995137763,7.122059881629142,1.6413385440437331,1.6094379124341003,1.6094379124341003,6.156978985585555,6.12029741895095,1.6911355225547349,1.6584590007956315,1.6139249768865906,1.698713949544115,1.6888507495346559,1.865227100383424,11.3
13338,0.524816314,137,11.4,6.5,2.8,11.8,35.8,17.4,25.6,33.7,31.7,40425,5098,4609,40425,73.2,6.328080918,4.909284998,0.703120102,4.319166341,7.370205355,14.46418496,49.9,38.0,9.8,16.2,4.1,6,36.07737291947818,34.0605787974209,29.862048283100915,9.49874718174242,1.7092500005163032,4.955827057601261,2.0541237336955462,8.537583881063972,8.4368504387337,2.42728468011088,2.29347219619308,1.7410134113950535,2.232073176306196,2.51529078731753,2.9685761081076705,9.3
337890,3.467400633,4990,8.8,3.5,1.6,11.8,25.5,30.0,12.1,16.6,15.4,71959,164757,157181,71959,118.7,116.5468979,68.78621461,6.156972487,127.8484153,113.1564427,399.0612875,44.2,34.8,6.6,12.7,3.1,2,26.765219450116902,38.94433099529433,34.29044955458877,12.7304904753156,2.1362235705361203,8.516192691082654,1.8870696490323797,12.012257287345,11.965185096487124,4.800300179251764,4.301171920255834,2.4120646376225223,4.8892087436438985,4.772009531981175,6.001566568188279,6.7
3253,0.430371964,11,11.0,-1.8,0.0,15.4,22.6,24.9,13.4,20.5,18.9,57126,1978,1932,57126,94.2,1.122042851,0.662231958,0.059275597,1.230847007,1.089401605,3.841920058,48.8,35.5,9.4,13.5,3.6,6,25.914540424223794,31.417153396864432,42.66830617891178,8.08886878916199,1.6920076332571712,2.772588722239781,1.6094379124341003,7.592366128519796,7.5688956634069955,1.8118958400086884,1.7338181533532118,1.6212233104024028,1.829512279737933,1.8065498182734214,2.179504054196023,9.5
222631,1.718089574,7788,5.1,7.1,1.2,10.5,22.3,37.4,13.2,12.1,11.2,68180,114386,111001,68180,112.4,76.79112266,45.32227573,4.056743147,84.23753456,74.55719909,262.9359067,39.1,32.5,5.4,9.4,2.5,2,27.26170209898891,46.21683413361122,26.52146376739987,12.313293429814879,1.9048038245337808,8.96098117384356,1.824549292051046,11.647377683504413,11.617339532887657,4.404168712780569,3.918447836528541,2.2035095793793196,4.491301742109636,4.376476248363547,5.590747797804476,5.5
150056,1.573412593,2632,7.7,0.6,0.9,11.1,22.9,40.9,12.2,17.7,15.6,60187,73974,70909,60187,127.0,73.186591,38.09712956,2.936056977,70.10731173,81.27865047,207.2426559,33.6,23.6,6.3,11.5,3.5,4,20.077837607293276,33.64810470757584,46.274057685130884,11.918797157078581,1.8830331181923063,7.877397186353287,1.7749523509116738,11.211536548128285,11.169223154240296,4.359098162260268,3.7634563953558917,2.0714165495182906,4.318917913951026,4.457582180114438,5.357730223414966,7.1
33363,1.201930282,447,8.3,5.9,3.1,11.3,30.7,22.2,8.5,10.6,9.7,63656,17328,16870,63656,106.6,18.07127626,14.21491778,1.608257121,15.46002007,21.78929003,47.46952471,44.1,36.3,6.5,10.5,2.9,5,28.477654887150436,34.86796750891706,36.6543776039325,10.415352635876781,1.8248605794025623,6.113682179832232,2.0918640616783932,9.76036747794131,9.733588515740731,3.1385883918518602,2.9556869450589147,1.8883199460246347,3.018472741461416,3.288002181898894,3.9602325193385544,6.8
57618,0.772328092,839,11.9,-3.0,0.1,8.9,43.3,19.0,16.7,26.3,24.8,44243,26683,25618,44243,79.6,47.35475985,23.93567861,1.463692577,34.65507425,48.12965592,96.60371009,43.4,31.0,10.0,12.0,3.5,6,20.44847096393488,32.771009059668856,46.78051997639626,10.961677072538292,1.7530754812920215,6.738152494595957,1.62924053973028,10.191969305158473,10.151245664614256,3.9580428567744597,3.3650753876624857,1.8662007608365796,3.6802189159329752,3.972735264251405,4.621080051111524,9.3
4794,0.917813934,87,5.0,9.5,2.3,23.1,30.7,12.4,10.1,13.6,13.1,61987,1796,1727,61987,102.2,1.653573141,0.975942209,0.08735543,1.813919628,1.605469195,5.661901247,45.7,36.0,6.2,12.7,3.0,6,32.248644138506464,37.90154359616187,29.849812265331664,8.476162841858246,1.7779671127943268,4.5217885770490405,1.9878743481543455,7.496097345175956,7.4570320891223805,1.8951540248021392,1.7877417772683615,1.6267581336573342,1.9189675240415334,1.8878979717874365,2.3666767562117363,6.7
24644,0.259698101,219,11.5,3.1,0.0,21.8,43.8,11.1,20.6,28.7,27.9,42190,9366,8895,42190,84.1,16.18151097,5.437958357,0.579092929,10.89246223,10.47882442,35.60594235,55.8,38.7,14.5,16.5,3.9,5,25.787209868527835,35.185034896932315,39.027755234539846,10.112491610696615,1.6600736298552998,5.4116460518550396,1.6094379124341003,9.145375093123823,9.093806555720231,3.0531286770999206,2.345449003655877,1.719026205652431,2.76584492323287,2.7394729234173867,3.703914419198117,11.5
8812,0.748978666,1972,12.0,-2.3,0.0,17.7,48.4,11.4,30.8,35.3,33.3,35961,2679,2539,35961,61.3,4.033450339,2.786975966,0.121464237,4.169992894,2.857341455,10.71230798,51.3,37.1,10.0,15.7,3.8,6,21.039491602360417,42.408079891057646,36.55242850658193,9.084436955087027,1.749022215728024,7.589335823170617,1.6094379124341003,7.895063498091573,7.841492924460013,2.2009343917904873,2.052452590163991,1.63344038195491,2.2159365113498617,2.0614483119486318,2.754444352998413,9.1
36791,0.747465413,1178,11.0,2.1,2.0,10.7,36.3,18.6,9.8,11.9,10.9,51682,19361,18832,51682,86.5,19.92807376,15.67548003,1.773503215,17.04851477,24.02810807,52.34694972,41.5,33.7,7.6,10.6,3.2,5,26.94137153108097,34.68511320703433,38.3735152618847,10.513144422597048,1.7487589598902464,7.075808863978387,1.9459101490553132,9.871274230171476,9.84357829978222,3.2159946286056544,3.0289484585362336,1.9130184146823739,3.093245242254631,3.368264604366105,4.049119655064121,7.6
41933,1.75756564,114,3.5,7.0,4.2,5.1,15.0,55.3,6.2,5.8,5.3,105374,24320,23581,105374,147.6,16.01121475,10.58570785,0.716326095,12.88060441,13.95509355,49.0285416,25.4,19.6,4.2,7.8,2.3,5,26.849974960055327,38.12271957646722,35.027305463477454,10.643947616146692,1.9106627127727869,4.77912349311153,2.2192034840549946,10.099259907054206,10.068408594649915,3.0450563308913843,2.7463543308597034,1.7433263079505066,2.8837165728653114,2.942072684329372,3.9895124550800496,4.6
24842,0.394493197,162,14.0,-3.9,0.3,13.3,49.3,15.2,19.0,25.8,24.4,38572,9309,8709,38572,87.6,12.95866061,9.189368668,0.770366236,13.42638296,17.07186604,38.5595814,55.2,39.1,13.9,15.6,3.7,6,22.3089928347154,33.596328798003384,44.09467836728122,10.120492299890929,1.6853786549091947,5.117993812416755,1.667706820558076,9.139273923542323,9.072686206677387,2.888072483812481,2.6524929988502586,1.752735550949392,2.913783494146004,3.094303767668586,3.7741296882848854,11.4
3582,0.474595198,64,14.0,-4.5,0.0,11.5,32.5,19.7,16.1,28.6,26.5,41180,1566,1515,41180,67.9,1.235523361,0.729208384,0.065270578,1.355331687,1.199580863,4.230481908,46.6,34.4,8.9,13.5,3.7,6,24.930206588498045,31.407035175879397,43.662758235622555,8.185071477532283,1.7001183365307753,4.23410650459726,1.6094379124341003,7.359467638255621,7.326465613840322,1.830262514823415,1.7455773683030789,1.6224075573991594,1.849294096355724,1.824481687023942,2.222511258202732,9.6
6666,1.305130513,1800,6.8,-0.9,-0.2,18.3,33.7,14.8,18.3,18.1,16.9,42522,2586,2480,42522,72.4,1.847522008,1.162115508,0.096659891,3.099706959,1.97933095,6.779373265,48.8,34.4,8.5,11.7,3.1,6,18.24182418241824,44.1044104410441,37.653765376537656,8.805525052709516,1.8413636691233404,7.498315870766981,1.5686159179138452,7.85979918056211,7.818027938530729,1.9238868361696464,1.8184201452113802,1.6285854018409769,2.0918278831227224,1.9429530597446127,2.4663499734973984,8.0
222846,1.634312485,3413,10.7,0.8,0.7,15.3,30.8,20.6,14.2,19.2,16.6,52798,109604,105359,52798,97.9,101.2329594,91.03884117,2.403665774,108.4868793,86.36027744,321.4688359,47.5,33.4,8.9,12.4,3.3,2,24.86066611022859,38.78822146235517,36.35111242741624,12.314258665687946,1.8922550429729543,8.136810863675537,1.7404661748405046,11.604674766912975,11.565176300768641,4.665634412824292,4.564752705161972,2.0019752524173664,4.731687229358103,4.514810782680672,5.788334495156345,8.0
126770,2.267886724,5699,10.3,0.8,1.5,12.8,23.5,23.0,15.1,22.8,23.2,49164,49774,46985,49164,83.2,60.15331906,34.29251806,1.467154123,58.77454771,47.53225828,163.8439948,45.2,32.2,8.0,11.7,3.8,4,24.433225526544135,34.445057979017115,41.12171649443875,11.75016914066322,1.9834655648318409,8.648922962094131,1.8718021769015913,10.815348487330898,10.757690092096862,4.1767432471695995,3.671034120597942,1.8667361544056158,4.155354172038791,3.9614274243330763,5.128975180904476,8.4
101104,1.852547871,2602,10.2,2.9,1.7,10.0,34.7,22.9,15.3,19.2,17.6,51441,48018,46121,51441,102.5,66.38595543,22.30966328,2.375775501,44.68720585,42.99022335,146.0762537,48.4,31.8,10.8,13.8,3.3,4,26.75067257477449,36.59004589333755,36.659281531887956,11.523954421817962,1.9246205350879508,7.865955413933502,1.9021075263969205,10.779435341793006,10.739132061324618,4.268101147335969,3.3072406058599886,1.9982010493756943,3.905747472397027,3.870997309953927,5.017784700740411,9.3
7060,0.45325779,79,10.2,2.6,0.6,7.8,32.6,19.9,8.9,11.5,10.2,61219,3831,3723,61219,110.3,2.76893048,2.487207902,0.181107372,1.565572612,3.710688812,5.614328517,40.6,31.1,7.0,10.8,3.0,6,31.019830028328613,33.8385269121813,35.141643059490086,8.862908295118627,1.6962131897210555,4.430816798843313,1.7227665977411035,8.252185436003328,8.223627175805483,2.0501325075436414,2.013195951261571,1.6450188118024285,1.881839725885649,2.1645508706307504,2.36220483521747,7.2
1445,0.415224914,37,7.0,0.0,0.0,13.1,43.0,18.9,18.6,30.8,26.6,40387,482,456,40387,56.6,0.551742191,0.36478067,0.024684406,0.443862194,0.480888803,1.689510472,44.5,31.5,9.1,14.9,4.2,6,25.19031141868512,26.920415224913494,47.88927335640138,7.27931883541462,1.6892144149551123,3.7376696182833684,1.6094379124341003,6.18826412308259,6.133398042996649,1.714111786787733,1.6798554936067238,1.6143626471967176,1.6944887710963106,1.701267278136962,1.9005406983686852,10.4
487204,5.077544519,9468,7.5,6.7,2.3,8.5,24.8,36.1,9.9,11.7,11.0,68479,264356,257650,68479,114.0,296.6929872,131.6748793,18.21528225,197.2807688,333.5866521,630.8971064,40.7,35.1,5.6,9.1,2.5,3,27.272354085762842,41.79522335613008,30.932422558107078,13.096448468113607,2.310309633662537,9.156200925875535,1.9878743481543455,12.485070872297767,12.459376759739236,5.709409901612463,4.91760496166379,3.1448107794854194,5.309656676876895,5.824780048071451,6.455036767862002,5.7
25473,0.514270011,2323,10.5,2.6,-0.1,14.5,46.4,14.5,16.7,25.6,23.9,44340,10804,10470,44340,81.5,14.20744682,2.764984529,0.50726032,15.84564818,11.37593635,45.17527355,47.5,35.6,10.3,12.3,3.3,5,24.869469634514978,37.6948141169081,37.435716248576924,10.145570613669733,1.707339279665303,7.752764808851328,1.589235205116581,9.288134399416203,9.25674674479034,2.9552980590456808,2.0496244641968624,1.7060672799094407,3.0371452060759867,2.795812961565895,3.915522346585826,8.4
12190,2.362592289,51,8.5,0.2,0.0,4.0,26.0,42.8,5.1,5.4,4.7,96057,6288,6119,96057,132.3,6.408645072,3.008256351,0.137389443,6.079482864,5.336721187,16.81875768,38.7,29.3,6.5,9.6,2.7,2,24.479081214109925,34.54470877768663,40.976210008203445,9.40878131065002,1.9964120839076316,4.02535169073515,1.6094379124341003,8.747193183526933,8.719970756777574,2.4343714076553464,2.0804730533636877,1.6365450599800972,2.4050950073057353,2.3357027188901895,3.0827700438619807,6.6
178599,2.075039614,11815,9.7,-1.6,1.5,9.5,29.8,32.2,14.3,16.2,15.2,63073,88712,85260,63073,93.2,115.2537049,81.27437932,1.517097376,189.3629978,59.22163252,446.9770993,38.5,30.1,8.2,11.2,3.1,4,20.427885934411727,37.03324206742479,42.538871998163486,12.092926343590314,1.9565730426655696,9.377548290960089,1.8718021769015913,11.393206807205464,11.353519332747014,4.789603718490463,4.45753267475361,1.874429089083022,5.269727533374301,4.1623401090794685,6.113631513283217,7.3
26409,0.424097845,627,14.8,-2.3,0.1,28.4,34.7,10.8,33.4,43.6,43.5,29521,6554,6067,29521,58.8,17.34042864,5.827424211,0.620567487,11.67257892,11.22931643,38.1560352,66.2,46.2,18.2,19.7,4.6,6,24.756711727062743,35.253133401491915,39.99015487144534,10.18164945160375,1.6908515897453003,6.448889394146858,1.62924053973028,8.788593431293735,8.711443319075466,3.10639798056531,2.382082194405398,1.7264326351423522,2.813765389056381,2.786819262956223,3.764822273334326,13.6
87606,2.220167568,1977,10.0,1.5,0.0,13.1,25.8,24.7,17.5,25.5,22.1,51386,39715,38151,51386,68.3,34.13700098,17.53358225,0.795068337,49.5267778,33.65863117,130.1586665,39.0,28.5,8.5,12.7,3.7,5,23.506380841494874,34.23167362966007,42.261945528845054,11.380661839817389,1.9768781614996793,7.591861714889934,1.6094379124341003,10.58961011815911,10.549438298265098,3.6670683361400647,3.1150067409174285,1.7570072691294327,3.998691916783114,3.65477006627285,4.906449395712778,8.2
106408,1.073227577,979,8.6,4.0,0.0,17.0,33.0,19.5,12.2,17.1,15.8,57409,50113,48219,57409,97.9,48.70533178,33.65371523,1.466723387,50.35413117,34.50340326,129.3548874,43.2,31.2,8.9,11.9,3.1,2,26.393692203593716,39.34666566423577,34.25964213217051,11.575083028877385,1.8038901897848678,6.891625897052253,1.6094379124341003,10.822135503983962,10.783612101426222,3.9835122848542217,3.654642895381381,1.8666695485482732,4.0137512935871325,3.67638682667666,4.9004847125166915,7.4
9809,0.417983485,37,11.9,-3.6,0.0,19.0,34.9,17.5,15.7,25.2,23.7,46300,4636,4485,46300,63.8,5.156882651,2.420671579,0.110553983,4.892013734,4.294331265,13.53365005,51.9,38.7,10.0,15.5,4.0,6,21.24579467835661,33.846467529819556,44.907737791823834,9.191565216649849,1.6897236954855002,3.7376696182833684,1.6094379124341003,8.442685139241176,8.4096079807363,2.3181515693807273,2.004269562382761,1.6313078098854943,2.291727738052868,2.2294046729154786,2.919588001471188,9.3
34909,0.988283824,2244,7.3,6.4,1.8,9.2,31.4,28.1,6.3,7.2,6.7,70162,20433,20069,70162,116.8,21.25856005,9.434730344,1.305156132,14.13550455,23.90205425,45.20485687,35.3,30.9,5.7,8.7,2.6,6,31.48471740811825,35.9248331375863,32.59044945429545,10.460643173884725,1.7898048642316895,7.718240951959316,1.916922612182061,9.925151192172155,9.907180724373745,3.267992033022373,2.669637132233796,1.8413677323140865,2.951545486442241,3.3639126739071084,3.916111772416072,6.1
18897,0.285759644,78,11.6,0.5,-0.6,20.0,46.6,8.2,18.3,29.3,28.2,41874,7351,7022,41874,71.4,8.649581372,5.976564325,0.260475451,8.942391707,6.127460448,22.97213844,49.7,33.9,12.3,14.7,3.8,4,25.760702757051384,36.889453352383974,37.34984389056464,9.847023015555001,1.6650163448493893,4.418840607796598,1.4816045409242156,8.903271585724212,8.857515151192198,2.613708852442725,2.3957624841115606,1.6602214125886499,2.634933962136471,2.40941596746435,3.3312089590643224,9.7
58672,1.008999182,2274,11.3,-2.8,0.5,7.7,35.1,30.3,10.4,13.5,12.5,51723,31142,30167,51723,84.9,35.97330987,23.13908213,1.311526922,39.06476619,34.94282443,113.3533983,40.2,31.4,7.8,10.2,3.1,5,20.82424325061358,33.16062176165803,46.01513498772839,10.979803106205628,1.7932582092226421,7.731492029245684,1.7047480922384253,10.346473211391473,10.314669620973522,3.712920875945133,3.337159433172744,1.8423776317486993,3.785660510512357,3.6874490423125903,4.7736750495317,7.1
26718,0.280709634,677,13.2,-4.0,-0.1,14.5,46.5,12.4,16.9,23.9,23.3,43050,9832,9139,43050,97.8,13.93726327,9.883324695,0.82854219,14.44030674,18.36108675,41.47149569,53.9,40.0,14.2,15.8,3.8,5,22.729994760086832,34.57219851785313,42.69780672206004,10.193279896797268,1.6640604890660362,6.525029657843462,1.589235205116581,9.193906065512758,9.120853205474647,2.9411315825973956,2.7002414382510946,1.7627669159206518,2.9673485777143935,3.151071678710111,3.838839128720521,11.3
6120,0.816993464,445,16.2,-2.8,0.3,21.8,38.9,13.3,30.2,46.1,43.6,32355,2048,1930,32355,64.5,4.01845671,1.350442507,0.1438098,2.704993866,2.60227258,8.842248303,59.6,43.0,15.1,19.2,4.5,5,23.676470588235293,35.130718954248366,41.19281045751634,8.720134035412928,1.7607835413247614,6.1092475827643655,1.667706820558076,7.627057417018934,7.5678626054638825,2.1992732229835363,1.8485244966183663,1.637794011135081,2.0418686726653377,2.0284472262778244,2.6277253866347383,12.2
590925,3.165207091,3202,7.1,5.6,2.8,12.6,22.3,34.7,9.3,12.9,11.8,77598,275152,264818,77598,128.0,203.8251374,120.2980078,10.767732,223.5899992,197.8956788,697.9055057,40.8,34.0,6.4,10.7,2.7,2,28.796886237678216,39.23949739814697,31.96361636417481,13.289452846056859,2.099882089358594,8.073091199693154,2.0541237336955462,12.525097122833023,12.486816957279094,5.341497238608951,4.8306949623342845,2.7579655732574744,5.431930002372241,5.312691949414247,6.55522246698658,6.5
35886,2.140110349,296,10.6,1.0,1.2,17.8,40.9,14.5,18.8,26.9,25.5,42457,15592,15129,42457,78.0,20.01524896,3.895270868,0.714621122,22.32312373,16.02625729,63.64228268,51.8,38.7,11.8,14.3,3.8,6,24.75895892548626,33.149417600178346,42.09162347433539,10.48824184666795,1.965728231274082,5.707110264748875,1.824549292051046,9.654833867051826,9.624699147254466,3.2194855973191863,2.185519772368601,1.7430279996860598,3.307733366746227,3.045772003833265,4.22890871045425,10.2
13158,0.395196838,185,9.6,3.9,0.8,25.9,32.6,15.9,20.0,27.8,27.5,42700,5247,5015,42700,70.4,4.538530537,2.678649892,0.239762775,4.978630468,4.406500558,15.54011193,52.9,39.9,9.4,17.1,4.2,6,30.673354613163095,34.1313269493844,35.1953184374525,9.485165142425407,1.6855090833086603,5.247024072160486,1.7578579175523736,8.566364235422688,8.521185212685776,2.255339441835079,2.038443736393274,1.6562762253615804,2.3004458532514858,2.241400998989729,3.0223796538526533,10.1
24277,0.976232648,299,8.0,8.4,0.2,5.3,29.2,34.5,8.0,9.4,8.6,69975,12278,11935,69975,120.3,13.69148739,6.937464988,1.159023598,10.04765061,14.91721738,31.7939351,44.6,38.6,6.6,9.9,2.7,4,31.548379124274003,36.84557400008238,31.606046875643614,10.09749061410392,1.7877903774609678,5.717027701406222,1.6486586255873816,9.415971471539095,9.387649386946594,2.9280682004304626,2.4796817728601392,1.8179182581637132,2.711221873361289,2.991584552639893,3.605333024527491,6.3
6254,0.191877199,101,13.6,-6.7,0.0,21.4,41.3,11.1,20.3,33.0,30.4,36592,3039,2945,36592,67.2,3.488139302,0.678844787,0.124539946,3.890342077,2.792961407,11.09120091,52.4,35.9,12.7,14.6,3.9,6,21.538215542053084,31.94755356571794,46.51423089222897,8.7417757069247,1.647095327157516,4.663439094112067,1.6094379124341003,8.020927718981577,7.989560449333865,2.1386698128169748,1.7367478294775978,1.63404075436106,2.1849655276381643,2.0532209425843084,2.7782725952607272,11.0
14190,0.267794221,31,7.4,9.7,-0.4,40.0,29.5,10.4,32.1,49.1,46.5,33160,5376,5077,33160,54.7,4.894493716,2.888740079,0.258567698,5.369111289,4.752108445,16.75894424,57.2,44.2,8.2,20.0,4.6,5,36.102889358703315,36.9908386187456,26.906272022551093,9.560645068907071,1.661611721045199,3.58351893845611,1.5260563034950492,8.59062950948942,8.53346016388011,2.291978412106311,2.065436436301831,1.6598586889085787,2.3388313183761005,2.2774835124001593,3.080024902428334,9.7
19026,0.793650794,1320,13.7,-4.7,1.1,21.3,38.0,13.4,23.5,32.0,30.4,35433,7832,7445,35433,65.7,8.643001381,7.772654623,0.205218604,9.262321811,7.373211269,27.44615596,55.6,42.6,11.0,19.4,4.8,6,19.399768737517082,34.94691474823925,45.65331651424367,9.853824507517027,1.7567626272512329,7.1891677384203225,1.8082887711792655,8.966611387052865,8.915969311373605,2.613226670804803,2.5473065280802505,1.6496617000322675,2.6576212215781596,2.515533754088083,3.4795819757324953,10.6
3079,0.876908087,29,7.2,4.6,0.7,23.5,27.8,19.7,12.1,15.9,14.5,57052,1336,1300,57052,94.1,1.062025804,0.626809775,0.056105,1.165010124,1.031130507,3.636419262,47.4,36.4,7.7,13.1,3.3,6,30.69178304644365,34.58915232218253,34.719064631373826,8.03398273468322,1.771030788066324,3.5263605246161616,1.7404661748405046,7.201170883281678,7.173958319756794,1.8020440353075151,1.7275426341217617,1.6205964240339799,1.8188897787885197,1.7969344735980117,2.155988059644586,8.0
14306,0.643086817,1050,16.0,-5.7,0.1,13.4,40.1,14.8,19.5,28.1,24.3,43074,6115,5904,43074,83.0,4.103414109,4.673030391,0.453516148,4.785502395,8.199571959,16.91433826,52.9,38.8,11.5,15.7,4.0,6,24.304487627568854,35.62840766112121,40.06710471130994,9.568783751310876,1.7304312237703048,6.961296045910167,1.62924053973028,8.719317375506371,8.684231891345675,2.2086495199747684,2.2693416410335807,1.696260565416475,2.2809019429127417,2.5801844017180624,3.08714113765854,11.0
11321,0.591820511,350,13.2,-2.0,1.1,7.4,35.9,21.4,9.4,11.4,10.6,56312,5943,5815,56312,93.7,6.894157905,3.059686104,0.423262556,4.5841487,7.751443929,14.65994972,42.8,34.4,7.8,11.6,3.5,6,23.575655860789684,30.288843741718928,46.135500397491384,9.33485624667375,1.7213049069557165,5.872117789475416,1.8082887711792655,8.690810307580046,8.669055540725484,2.4760473472177997,2.086874610847013,1.690697581955244,2.2601105566951345,2.545644514525547,2.978583557238639,8.7
16786,0.923388538,183,6.8,6.9,0.1,16.4,34.3,16.3,11.9,17.5,16.5,72873,8170,7894,72873,124.1,4.652340897,2.926383275,0.24340428,7.805532706,4.984255825,17.07149109,44.1,31.0,8.2,10.9,3.0,5,29.29226736566186,37.50744668175861,33.20028595257953,9.72859830755947,1.7789086733199615,5.236441962829949,1.62924053973028,9.008835995765454,8.97449144816442,2.2672004659331235,2.0701968502733337,1.6569709591433395,2.549877320191875,2.301009434796392,3.0942867798351092,7.3
23145,0.254914668,151,12.5,-2.8,0.1,21.0,44.1,10.6,18.4,25.2,23.1,41829,9417,9045,41829,79.9,19.65099904,4.075154985,0.393156731,12.26307125,8.499022897,34.5396735,53.4,37.4,13.3,15.2,3.8,3,22.259667314754807,34.44804493411104,43.292287751134154,10.04975005951438,1.6591637659477863,5.049856007249537,1.62924053973028,9.150802659259986,9.110520036693972,3.2048174286735063,2.2055404582419977,1.6851308778649345,2.84856961015023,2.60261730482497,3.6773045602475785,10.6
2279,0.263273366,0,11.7,-1.3,0.0,32.4,34.3,9.1,25.5,40.5,39.8,33908,830,784,33908,57.8,1.043149492,0.720780552,0.03141364,1.078462756,0.738978799,2.770466397,58.5,38.4,14.0,22.2,5.5,6,19.78938130759105,25.40587977182975,54.804738920579204,7.7336835707759,1.6607531461209828,1.6094379124341003,1.6094379124341003,6.727431724850855,6.670766320845874,1.798925315117459,1.7441052562217287,1.615700986376316,1.8047518278254084,1.7472812849218065,2.050330187932032,13.2
